distance_km,angle_deg,user_x_km,user_y_km,S_distance_km,I1_distance_km,I2_distance_km,closest_node,SINR_dB,S_path_loss_db,I1_path_loss_db,I2_path_loss_db,environment
10,225,-7.071067811865477,-7.071067811865475,10.000000000000002,72.417116868476,74.70410680930325,S,7.218073623336892,125.4515509775841,135.97837974467717,136.2298513081945,dense_urban
10,225,-7.071067811865477,-7.071067811865475,10.000000000000002,72.417116868476,74.70410680930325,S,7.218073623336892,125.4515509775841,135.97837974467717,136.2298513081945,high_rise
10,225,-7.071067811865477,-7.071067811865475,10.000000000000002,72.417116868476,74.70410680930325,S,7.218073623336892,125.4515509775841,135.97837974467717,136.2298513081945,suburban
10,225,-7.071067811865477,-7.071067811865475,10.000000000000002,72.417116868476,74.70410680930325,S,7.218073623336892,125.4515509775841,135.97837974467717,136.2298513081945,urban
30,225,-21.21320343559643,-21.213203435596423,30.000000000000004,88.7846633525607,94.29798896332501,S,4.652493760456436,129.60160518168087,137.6440685783636,138.14348781856418,dense_urban
30,225,-21.21320343559643,-21.213203435596423,30.000000000000004,88.7846633525607,94.29798896332501,S,4.652493760456436,129.60160518168087,137.6440685783636,138.14348781856418,high_rise
30,225,-21.21320343559643,-21.213203435596423,30.000000000000004,88.7846633525607,94.29798896332501,S,4.652493760456436,129.60160518168087,137.6440685783636,138.14348781856418,suburban
30,225,-21.21320343559643,-21.213203435596423,30.000000000000004,88.7846633525607,94.29798896332501,S,4.652493760456436,129.60160518168087,137.6440685783636,138.14348781856418,urban
50,225,-35.355339059327385,-35.35533905932737,50.00000000000001,106.40109998356482,114.03296835073155,S,2.4735629765371194,133.08626222672717,139.15206843871033,139.7345406363277,dense_urban
50,225,-35.355339059327385,-35.35533905932737,50.00000000000001,106.40109998356482,114.03296835073155,S,2.4735629765371194,133.08626222672717,139.15206843871033,139.7345406363277,high_rise
50,225,-35.355339059327385,-35.35533905932737,50.00000000000001,106.40109998356482,114.03296835073155,S,2.4735629765371194,133.08626222672717,139.15206843871033,139.7345406363277,suburban
50,225,-35.355339059327385,-35.35533905932737,50.00000000000001,106.40109998356482,114.03296835073155,S,2.4735629765371194,133.08626222672717,139.15206843871033,139.7345406363277,urban
75,225,-53.03300858899108,-53.03300858899106,75.00000000000001,129.39973383499998,138.80841763494897,S,0.6063453966178664,136.26189936396085,140.80355222665105,141.39991156278558,dense_urban
75,225,-53.03300858899108,-53.03300858899106,75.00000000000001,129.39973383499998,138.80841763494897,S,0.6063453966178664,136.26189936396085,140.80355222665105,141.39991156278558,high_rise
75,225,-53.03300858899108,-53.03300858899106,75.00000000000001,129.39973383499998,138.80841763494897,S,0.6063453966178664,136.26189936396085,140.80355222665105,141.39991156278558,suburban
75,225,-53.03300858899108,-53.03300858899106,75.00000000000001,129.39973383499998,138.80841763494897,S,0.6063453966178664,136.26189936396085,140.80355222665105,141.39991156278558,urban
100,225,-70.71067811865477,-70.71067811865474,100.00000000000001,153.0274098174086,163.65217915370968,S,-0.7374734888165422,138.63268043773252,142.23130250393564,142.80518230524132,dense_urban
100,225,-70.71067811865477,-70.71067811865474,100.00000000000001,153.0274098174086,163.65217915370968,S,-0.7374734888165422,138.63268043773252,142.23130250393564,142.80518230524132,high_rise
100,225,-70.71067811865477,-70.71067811865474,100.00000000000001,153.0274098174086,163.65217915370968,S,-0.7374734888165422,138.63268043773252,142.23130250393564,142.80518230524132,suburban
100,225,-70.71067811865477,-70.71067811865474,100.00000000000001,153.0274098174086,163.65217915370968,S,-0.7374734888165422,138.63268043773252,142.23130250393564,142.80518230524132,urban
