distance_km,angle_deg,user_x_km,user_y_km,S_distance_km,I1_distance_km,I2_distance_km,closest_node,SINR_dB,S_path_loss_db,I1_path_loss_db,I2_path_loss_db,environment
10,0,10.0,0.0,10.0,55.0,60.621778264910695,S,5.432659964772622,125.4515509775841,133.80890177901426,134.56358428681568,suburban
10,15,9.659258262890685,2.5881904510252074,10.0,55.40123126631945,58.35889978792855,S,5.3304608838882395,125.4515509775841,133.86471107903782,134.2667189560253,suburban
10,30,8.660254037844386,4.999999999999999,10.0,56.561179046057994,56.56117904605799,S,5.295911617417001,125.4515509775841,134.02431965442017,134.02431965442017,suburban
10,45,7.071067811865476,7.071067811865475,10.0,58.35889978792856,55.40123126631944,S,5.3304608838882395,125.4515509775841,134.2667189560253,133.86471107903782,suburban
10,60,5.000000000000001,8.660254037844386,10.0,60.6217782649107,54.99999999999999,S,5.432659964772622,125.4515509775841,134.56358428681568,133.80890177901426,suburban
10,75,2.5881904510252074,9.659258262890685,10.0,63.15485128924557,55.40123126631944,S,5.596998737003727,125.4515509775841,134.88550862678767,133.86471107903782,suburban
10,90,6.123233995736766e-16,10.0,10.0,65.76473218982953,56.56117904605799,S,5.812001414630887,125.4515509775841,135.20633508099343,134.02431965442017,suburban
10,105,-2.5881904510252083,9.659258262890685,10.0,68.27492042202083,58.35889978792855,S,6.06027474267255,125.4515509775841,135.50508279189677,134.2667189560253,suburban
10,120,-4.999999999999998,8.660254037844386,10.0,70.53367989832942,60.621778264910695,S,6.321129682612334,125.4515509775841,135.7661083073681,134.56358428681568,suburban
10,135,-7.071067811865475,7.071067811865476,10.0,72.417116868476,63.15485128924557,S,6.574138017410016,125.4515509775841,135.97837974467717,134.88550862678767,suburban
10,150,-8.660254037844386,4.999999999999999,10.0,73.82975704226426,65.76473218982953,S,6.801804826557652,125.4515509775841,136.1345046050301,135.20633508099343,suburban
10,165,-9.659258262890683,2.58819045102521,10.0,74.70410680930325,68.27492042202081,S,6.990710418139683,125.4515509775841,136.2298513081945,135.50508279189677,suburban
10,180,-10.0,1.2246467991473533e-15,10.0,75.0,70.53367989832941,S,7.1314609469488675,125.4515509775841,136.26189936396085,135.7661083073681,suburban
10,195,-9.659258262890685,-2.588190451025208,10.0,74.70410680930325,72.417116868476,S,7.218073623336892,125.4515509775841,136.2298513081945,135.97837974467717,suburban
10,210,-8.660254037844386,-5.000000000000001,10.0,73.82975704226426,73.82975704226426,S,7.247287554544359,125.4515509775841,136.1345046050301,136.1345046050301,suburban
10,225,-7.071067811865477,-7.071067811865475,10.000000000000002,72.417116868476,74.70410680930325,S,7.218073623336892,125.4515509775841,135.97837974467717,136.2298513081945,suburban
10,240,-5.000000000000004,-8.660254037844384,10.0,70.53367989832942,75.0,S,7.1314609469488675,125.4515509775841,135.7661083073681,136.26189936396085,suburban
10,255,-2.588190451025206,-9.659258262890685,10.0,68.27492042202083,74.70410680930325,S,6.990710418139683,125.4515509775841,135.50508279189677,136.2298513081945,suburban
10,270,-1.83697019872103e-15,-10.0,10.0,65.76473218982953,73.82975704226426,S,6.801804826557652,125.4515509775841,135.20633508099343,136.1345046050301,suburban
10,285,2.588190451025203,-9.659258262890685,10.0,63.15485128924557,72.417116868476,S,6.574138017410016,125.4515509775841,134.88550862678767,135.97837974467717,suburban
10,300,5.000000000000001,-8.660254037844386,10.0,60.6217782649107,70.53367989832942,S,6.321129682612334,125.4515509775841,134.56358428681568,135.7661083073681,suburban
10,315,7.071067811865473,-7.071067811865477,10.0,58.35889978792856,68.27492042202081,S,6.06027474267255,125.4515509775841,134.2667189560253,135.50508279189677,suburban
10,330,8.660254037844384,-5.000000000000004,10.0,56.561179046057994,65.76473218982953,S,5.812001414630887,125.4515509775841,134.02431965442017,135.20633508099343,suburban
10,345,9.659258262890685,-2.588190451025207,10.0,55.40123126631945,63.15485128924556,S,5.596998737003727,125.4515509775841,133.86471107903782,134.88550862678767,suburban
30,0,30.0,0.0,30.0,35.0,56.34713834792322,S,-0.8254985977985281,129.60160518168084,130.57074540064465,133.99505967423661,suburban
30,15,28.97777478867205,7.764571353075622,30.0,36.849549216681524,48.65473824174233,S,-0.9864488729524699,129.60160518168084,130.91213904063832,132.88281455828883,suburban
30,30,25.98076211353316,14.999999999999998,30.0,41.803120998804495,41.80312099880449,S,-0.9913251491805086,129.60160518168084,131.78158435885385,131.78158435885385,suburban
30,45,21.213203435596427,21.213203435596423,30.0,48.654738241742336,36.84954921668152,S,-0.9864488729524699,129.60160518168084,132.88281455828883,130.91213904063832,suburban
30,60,15.000000000000004,25.980762113533157,30.0,56.34713834792323,34.99999999999999,S,-0.8254985977985281,129.60160518168084,133.99505967423661,130.57074540064465,suburban
30,75,7.764571353075622,28.97777478867205,30.0,64.15298686811215,36.84954921668152,S,-0.306487427272685,129.60160518168084,135.00947454420728,130.91213904063832,suburban
30,90,1.83697019872103e-15,30.0,30.0,71.58910531638178,41.80312099880449,S,0.5239215069827984,129.60160518168084,135.8856477612107,131.78158435885385,suburban
30,105,-7.764571353075626,28.97777478867205,30.000000000000004,78.32237404407397,48.65473824174234,S,1.460409724301361,129.60160518168087,136.61438557923864,132.88281455828883,suburban
30,120,-14.999999999999993,25.98076211353316,29.999999999999996,84.1130192063036,56.34713834792322,S,2.341394350183868,129.60160518168084,137.19844921070256,133.99505967423661,suburban
30,135,-21.213203435596423,21.213203435596427,30.0,88.7846633525607,64.15298686811214,S,3.093131886149561,129.60160518168084,137.6440685783636,135.00947454420728,suburban
30,150,-25.98076211353316,14.999999999999998,30.0,92.20899671268151,71.58910531638178,S,3.695393896952978,129.60160518168084,137.95746220236526,135.8856477612107,suburban
30,165,-28.977774788672047,7.76457135307563,29.999999999999996,94.29798896332501,78.32237404407395,S,4.150316893778207,129.60160518168084,138.14348781856418,136.61438557923864,suburban
30,180,-30.0,3.67394039744206e-15,30.0,95.0,84.11301920630359,S,4.4665389423457516,129.60160518168084,138.20515804166132,137.19844921070256,suburban
30,195,-28.97777478867205,-7.764571353075624,30.000000000000004,94.29798896332501,88.7846633525607,S,4.652493760456436,129.60160518168087,138.14348781856418,137.6440685783636,suburban
30,210,-25.980762113533157,-15.000000000000004,30.0,92.20899671268151,92.20899671268151,S,4.713827446187004,129.60160518168084,137.95746220236526,137.95746220236526,suburban
30,225,-21.21320343559643,-21.213203435596423,30.000000000000004,88.7846633525607,94.29798896332501,S,4.652493760456436,129.60160518168087,137.6440685783636,138.14348781856418,suburban
30,240,-15.000000000000012,-25.98076211353315,29.999999999999996,84.11301920630362,94.99999999999999,S,4.4665389423457516,129.60160518168084,137.19844921070256,138.20515804166132,suburban
30,255,-7.7645713530756195,-28.97777478867205,30.0,78.32237404407397,94.29798896332501,S,4.150316893778207,129.60160518168084,136.61438557923864,138.14348781856418,suburban
30,270,-5.510910596163089e-15,-30.0,30.0,71.58910531638178,92.2089967126815,S,3.695393896952978,129.60160518168084,135.8856477612107,137.95746220236526,suburban
30,285,7.764571353075609,-28.977774788672054,30.000000000000004,64.15298686811215,88.7846633525607,S,3.0931318861495254,129.60160518168087,135.00947454420728,137.6440685783636,suburban
30,300,15.000000000000004,-25.980762113533157,30.0,56.34713834792323,84.11301920630359,S,2.341394350183868,129.60160518168084,133.99505967423661,137.19844921070256,suburban
30,315,21.21320343559642,-21.21320343559643,30.0,48.65473824174234,78.32237404407397,S,1.4604097243013971,129.60160518168084,132.88281455828883,136.61438557923864,suburban
30,330,25.98076211353315,-15.000000000000012,29.999999999999996,41.80312099880451,71.58910531638178,S,0.5239215069827984,129.60160518168084,131.78158435885385,135.8856477612107,suburban
30,345,28.97777478867205,-7.76457135307562,30.0,36.849549216681524,64.15298686811212,S,-0.306487427272685,129.60160518168084,130.91213904063832,135.00947454420728,suburban
50,0,50.0,0.0,50.0,15.0,58.949130612757976,I1,-7.396307827875801,133.08626222672717,126.42075534568896,134.34502192415553,suburban
50,15,48.29629131445342,12.940952255126037,50.00000000000001,21.1301237365297,46.13898484240242,I1,-6.697733870545974,133.08626222672717,127.73824220255639,132.49142405779975,suburban
