distance_km,angle_deg,user_x_km,user_y_km,S_distance_km,I1_distance_km,I2_distance_km,closest_node,SINR_dB,S_path_loss_db,I1_path_loss_db,I2_path_loss_db,environment
10,0,10.0,0.0,10.0,55.0,60.621778264910695,S,5.432659964772622,125.4515509775841,133.80890177901426,134.56358428681568,dense_urban
10,0,10.0,0.0,10.0,55.0,60.621778264910695,S,5.432659964772622,125.4515509775841,133.80890177901426,134.56358428681568,high_rise
10,0,10.0,0.0,10.0,55.0,60.621778264910695,S,5.432659964772622,125.4515509775841,133.80890177901426,134.56358428681568,suburban
10,0,10.0,0.0,10.0,55.0,60.621778264910695,S,5.432659964772622,125.4515509775841,133.80890177901426,134.56358428681568,urban
30,0,30.0,0.0,30.0,35.0,56.34713834792322,S,-0.8254985977985281,129.60160518168084,130.57074540064465,133.99505967423661,dense_urban
30,0,30.0,0.0,30.0,35.0,56.34713834792322,S,-0.8254985977985281,129.60160518168084,130.57074540064465,133.99505967423661,high_rise
30,0,30.0,0.0,30.0,35.0,56.34713834792322,S,-0.8254985977985281,129.60160518168084,130.57074540064465,133.99505967423661,suburban
30,0,30.0,0.0,30.0,35.0,56.34713834792322,S,-0.8254985977985281,129.60160518168084,130.57074540064465,133.99505967423661,urban
50,0,50.0,0.0,50.0,15.0,58.949130612757976,I1,-7.396307827875801,133.08626222672717,126.42075534568896,134.34502192415553,dense_urban
50,0,50.0,0.0,50.0,15.0,58.949130612757976,I1,-7.396307827875801,133.08626222672717,126.42075534568896,134.34502192415553,high_rise
50,0,50.0,0.0,50.0,15.0,58.949130612757976,I1,-7.396307827875801,133.08626222672717,126.42075534568896,134.34502192415553,suburban
50,0,50.0,0.0,50.0,15.0,58.949130612757976,I1,-7.396307827875801,133.08626222672717,126.42075534568896,134.34502192415553,urban
75,0,75.0,0.0,75.0,10.0,70.53367989832941,I1,-11.265919786699211,136.26189936396085,125.4515509775841,135.7661083073681,dense_urban
75,0,75.0,0.0,75.0,10.0,70.53367989832941,I1,-11.265919786699211,136.26189936396085,125.4515509775841,135.7661083073681,high_rise
75,0,75.0,0.0,75.0,10.0,70.53367989832941,I1,-11.265919786699211,136.26189936396085,125.4515509775841,135.7661083073681,suburban
75,0,75.0,0.0,75.0,10.0,70.53367989832941,I1,-11.265919786699211,136.26189936396085,125.4515509775841,135.7661083073681,urban
100,0,100.0,0.0,100.0,35.0,87.89197915623473,I1,-9.055812133488073,138.63268043773252,130.57074540064465,137.56057372594455,dense_urban
100,0,100.0,0.0,100.0,35.0,87.89197915623473,I1,-9.055812133488073,138.63268043773252,130.57074540064465,137.56057372594455,high_rise
100,0,100.0,0.0,100.0,35.0,87.89197915623473,I1,-9.055812133488073,138.63268043773252,130.57074540064465,137.56057372594455,suburban
100,0,100.0,0.0,100.0,35.0,87.89197915623473,I1,-9.055812133488073,138.63268043773252,130.57074540064465,137.56057372594455,urban
