distance_km,angle_deg,user_x_km,user_y_km,S_distance_km,I1_distance_km,I2_distance_km,closest_node,SINR_dB,S_path_loss_db,I1_path_loss_db,I2_path_loss_db,environment
10,45,7.071067811865476,7.071067811865475,10.0,58.35889978792856,55.40123126631944,S,5.3304608838882395,125.4515509775841,134.2667189560253,133.86471107903782,dense_urban
10,45,7.071067811865476,7.071067811865475,10.0,58.35889978792856,55.40123126631944,S,5.3304608838882395,125.4515509775841,134.2667189560253,133.86471107903782,high_rise
10,45,7.071067811865476,7.071067811865475,10.0,58.35889978792856,55.40123126631944,S,5.3304608838882395,125.4515509775841,134.2667189560253,133.86471107903782,suburban
10,45,7.071067811865476,7.071067811865475,10.0,58.35889978792856,55.40123126631944,S,5.3304608838882395,125.4515509775841,134.2667189560253,133.86471107903782,urban
30,45,21.213203435596427,21.213203435596423,30.0,48.654738241742336,36.84954921668152,S,-0.9864488729524699,129.60160518168084,132.88281455828883,130.91213904063832,dense_urban
30,45,21.213203435596427,21.213203435596423,30.0,48.654738241742336,36.84954921668152,S,-0.9864488729524699,129.60160518168084,132.88281455828883,130.91213904063832,high_rise
30,45,21.213203435596427,21.213203435596423,30.0,48.654738241742336,36.84954921668152,S,-0.9864488729524699,129.60160518168084,132.88281455828883,130.91213904063832,suburban
30,45,21.213203435596427,21.213203435596423,30.0,48.654738241742336,36.84954921668152,S,-0.9864488729524699,129.60160518168084,132.88281455828883,130.91213904063832,urban
50,45,35.35533905932738,35.35533905932737,50.0,46.13898484240242,21.130123736529704,I2,-6.697733870545974,133.08626222672717,132.49142405779975,127.73824220255639,dense_urban
50,45,35.35533905932738,35.35533905932737,50.0,46.13898484240242,21.130123736529704,I2,-6.697733870545974,133.08626222672717,132.49142405779975,127.73824220255639,high_rise
50,45,35.35533905932738,35.35533905932737,50.0,46.13898484240242,21.130123736529704,I2,-6.697733870545974,133.08626222672717,132.49142405779975,127.73824220255639,suburban
50,45,35.35533905932738,35.35533905932737,50.0,46.13898484240242,21.130123736529704,I2,-6.697733870545974,133.08626222672717,132.49142405779975,127.73824220255639,urban
75,45,53.033008588991066,53.03300858899106,75.0,54.36643158633056,20.789978203008882,I2,-9.660236379279052,136.26189936396085,133.7201372258158,127.66445714279357,dense_urban
75,45,53.033008588991066,53.03300858899106,75.0,54.36643158633056,20.789978203008882,I2,-9.660236379279052,136.26189936396085,133.7201372258158,127.66445714279357,high_rise
75,45,53.033008588991066,53.03300858899106,75.0,54.36643158633056,20.789978203008882,I2,-9.660236379279052,136.26189936396085,133.7201372258158,127.66445714279357,suburban
75,45,53.033008588991066,53.03300858899106,75.0,54.36643158633056,20.789978203008882,I2,-9.660236379279052,136.26189936396085,133.7201372258158,127.66445714279357,urban
100,45,70.71067811865476,70.71067811865474,100.0,70.94090388890517,40.84071814062668,I2,-8.638824773730338,138.63268043773252,135.81241089735792,131.61767637922205,dense_urban
100,45,70.71067811865476,70.71067811865474,100.0,70.94090388890517,40.84071814062668,I2,-8.638824773730338,138.63268043773252,135.81241089735792,131.61767637922205,high_rise
100,45,70.71067811865476,70.71067811865474,100.0,70.94090388890517,40.84071814062668,I2,-8.638824773730338,138.63268043773252,135.81241089735792,131.61767637922205,suburban
100,45,70.71067811865476,70.71067811865474,100.0,70.94090388890517,40.84071814062668,I2,-8.638824773730338,138.63268043773252,135.81241089735792,131.61767637922205,urban
